title,positionInfo,model,area,direction,zhuangxiu,floor,create_time,floor_type,totalPrice,unitPrice
简单装修，可自由装修，利用空间大，视野好，诚心卖,宋都晨光国际,,,,,,,,480,"29,139"
保利湾天地 中高楼层 朝南视野好 精装自住 诚心卖,保利湾天地二期,,,,,,,,92,"12,933"
房子户型好，楼层好视野佳，江景好 采光充足 交通便利,保利东湾,,,,,,,,320,"27,839"
满五年，业主自住精装修，高楼层，视野开阔，一线江景,保利东湾,,,,,,,,380,"31,572"
品质晨光边套大三房，精装修，税费少，楼层好，视野佳,宋都晨光国际,,,,,,,,400,"29,360"
房子满五年，精装修，房子户型方正，一线江景房。,世茂江滨花园碧景湾,,,,,,,,550,"29,764"
精装修4房，保养的好，看中价格可谈，诚心出售,世茂江滨花园碧景湾,,,,,,,,420,"26,721"
户型方正、标准小三房、主卧带阳台、高楼层,保利东湾,,,,,,,,300,"32,031"
保利东湾 楼层好 视野开阔 客厅阳台  采光好 诚心卖,保利东湾,,,,,,,,400,"29,311"
观澜时代云邸江景跃层，诚心出售！,观澜时代云邸苑,,,,,,,,440,"23,355"
下沙地一江景，视野开阔。满五唯一。,保利东湾,,,,,,,,235,"26,554"
"五唯一 朗诗物业，绿化好,小区中间位置",宋都晨光国际,,,,,,,,370,"27,156"
高楼层，视野开阔。采光足。三个阳台江景好,世茂江滨花园碧景湾,,,,,,,,388,"31,198"
观澜时代云邸苑 3室2厅 南,观澜时代云邸苑,,,,,,,,249,"28,063"
清爽装修方正两房，江景视野好，业主诚心出售,世茂江滨花园峻景湾,,,,,,,,235,"26,681"
晨光国际精装修四房视野开阔诚心出售,宋都晨光国际,,,,,,,,598,"34,711"
世茂江滨花园 自住精装修 诚心出售 可看房 带两个车位,世茂江滨花园碧景湾,,,,,,,,450,"33,435"
满五唯一纯边套   业主诚心出售,世茂江滨花园峻景湾,,,,,,,,253,"28,345"
边套户型，带装修可拎包入住，采光好，下沙江滨地铁口,宋都晨光国际,,,,,,,,350,"25,690"
保利精装，四阳台，带大露台，房东诚心。,保利东湾,,,,,,,,369,"27,137"
世茂三期    精装修4房  满五年  看房方便,世茂江滨花园峻景湾,,,,,,,,368,"27,258"
此房通透性好 采光好 精装跃层，带地暖，诚心出售,金隅观澜时代朗轩,,,,,,,,302,"30,197"
精装可拎包入住，得房率高，配套成熟，南北朝向,保利东湾,,,,,,,,280,"29,658"
三面采光，大三房，不一样的一线江景，西式装修约50万,观澜时代云邸苑,,,,,,,,435,"27,639"
晨光国际 东边套大四房 户型全明 精装修 诚心出售,宋都晨光国际,,,,,,,,580,"34,322"
自住精装修，小三房带双阳台，高楼层，满五年，诚心卖,保利玫瑰湾,,,,,,,,310,"35,514"
世茂精装修两房  楼层好  视野好  房东诚心卖,世茂江滨花园峻景湾,,,,,,,,240,"27,171"
精装修4房，保养的好，看中价格可谈，诚心出售,世茂江滨花园碧景湾,,,,,,,,420,"26,721"
世茂江滨，中间套三房，带装修，看房方便,世茂江滨花园瑞景湾,,,,,,,,255,"28,866"
保利东湾 4室2厅 北 南,保利东湾,,,,,,,,580,"30,220"
此房业主自住装修 采光无遮挡 视野开阔 满五看房方便,观澜时代云邸苑,,,,,,,,225,"27,050"
观澜时代大平层 一线江景房 精装修 视野开阔 诚心出售,金隅观澜时代天筑,,,,,,,,630,"31,255"
360度一线江景，百万精美装修  采光抄好,金隅观澜时代天筑,,,,,,,,620,"34,089"
品质晨光边套大三房，精装修，税费少，楼层好，视野佳,宋都晨光国际,,,,,,,,400,"29,360"
满五年 精装边套三房 拎包入住,宋都晨光国际,,,,,,,,318,"35,615"
此房精装修纯边套，房价实惠 楼层好，全明户型。,宋都晨光国际,,,,,,,,319,"35,727"
宋都晨光国际  1号线50米 94方 精装修3房,宋都晨光国际,,,,,,,,320,"33,806"
精装修四房 近地铁，有小区花园！,世茂江滨花园瑞景湾,,,,,,,,410,"30,545"
世茂一期江景视野好的房子，业主自住装修，边上有地铁,世茂江滨花园碧景湾,,,,,,,,279,"31,045"
"五唯一 朗诗物业，绿化好,小区中间位置",宋都晨光国际,,,,,,,,370,"27,156"
宋都晨光国际跃层，近地铁，交通便利，居住舒适度较高,宋都晨光国际,,,,,,,,328,"38,091"
下沙江滨地铁口精装三房，中间楼层满五唯一，诚心出售,宋都晨光国际,,,,,,,,310,"34,742"
保利东湾 三阳台 精装自住 中间楼层 江景视野好,保利东湾,,,,,,,,410,"25,183"
房东诚心出售、满五唯一、西边套 、看房方便,宋都晨光国际,,,,,,,,300,"33,599"
楼层好，视野开阔，采光无遮挡。,宋都晨光国际,,,,,,,,460,"27,221"
边套户型，采光好，下沙江滨地铁口，精装修可拎包入住,宋都晨光国际,,,,,,,,420,"30,808"
观澜时代云邸江景跃层，诚心出售！,观澜时代云邸苑,,,,,,,,440,"23,355"
下沙地一江景，视野开阔。满五唯一。,保利东湾,,,,,,,,235,"26,554"
精装修4房，保养的好，看中价格可谈，诚心出售,世茂江滨花园碧景湾,,,,,,,,420,"26,721"
晨光夹边套户型，楼层好，视野开阔,宋都晨光国际,,,,,,,,300,"33,610"
满五年 精装边套三房 拎包入住,宋都晨光国际,,,,,,,,318,"35,615"
满五年，业主自住精装修，高楼层，视野开阔，一线江景,保利东湾,,,,,,,,380,"31,572"
晨光国际精装修四房视野开阔诚心出售,宋都晨光国际,,,,,,,,598,"34,711"
房子楼幢位置很好的，前后都无视野遮挡   满五唯一,世茂江滨花园瑞景湾,,,,,,,,590,"22,737"
地铁口， 小三房，适合刚需自住 小区绿化好 采光好,世茂江滨花园瑞景湾,,,,,,,,265,"29,478"
保利玫瑰湾 套内：91.3方 满五唯一  三房三阳台,保利玫瑰湾,,,,,,,,285,"32,557"
楼层好 视野开阔 边套户型 采光好 2梯2户 满五年,保利东湾,,,,,,,,370,"27,571"
精装修的，看房方便，业主诚心卖！,保利玫瑰湾,,,,,,,,428,"31,035"
中间楼层，可看江景，全明户型，满五唯一,保利东湾,,,,,,,,365,"28,836"
保利东湾边套户型，利用面积大，客厅带阳台， 诚心卖,保利东湾,,,,,,,,218,"28,180"
世茂江滨花园，满五年，中间楼层，采光好，边套户型,世茂江滨花园峻景湾,,,,,,,,340,"27,229"
楼层好，采光无遮挡，视野开阔，户型方正,世茂江滨花园碧景湾,,,,,,,,469,"26,753"
观澜天筑 中间楼层  户型方正,金隅观澜时代天筑,,,,,,,,450,"25,787"
观澜朗轩跃层户型 满五年 诚心卖  自住精装 保养很好,金隅观澜时代朗轩,,,,,,,,310,"30,060"
房子满五唯一 近地铁 绿城物业 诚心卖,世茂江滨花园瑞景湾,,,,,,,,350,"26,460"
房子是精装修三房，从未出租过。诚心卖。,金隅观澜时代朗轩,,,,,,,,268,"28,664"
世茂江滨花园 自住精装修 诚心出售 可看房 带两个车位,世茂江滨花园碧景湾,,,,,,,,450,"33,435"
此房业主自住装修 采光无遮挡 视野开阔 满五看房方便,观澜时代云邸苑,,,,,,,,225,"27,050"
观澜时代大平层 一线江景房 精装修 视野开阔 诚心出售,金隅观澜时代天筑,,,,,,,,630,"31,255"
保利东湾经典三房格局，采光好，诚心出售,保利东湾,,,,,,,,350,"30,298"
满五唯一，自住精装修，采光好，视野开阔,观澜时代云邸苑,,,,,,,,230,"27,050"
得房率比较高  精装修 楼层适中,金隅观澜时代朗轩,,,,,,,,259,"27,701"
观澜时代云邸苑 3室2厅 南,观澜时代云邸苑,,,,,,,,249,"28,063"
"五唯一 朗诗物业，绿化好,小区中间位置",宋都晨光国际,,,,,,,,370,"27,156"
世茂一期江景视野好的房子，业主自住装修，边上有地铁,世茂江滨花园碧景湾,,,,,,,,279,"31,045"
观澜优质户型，一览江景，动静分离,金隅观澜时代天筑,,,,,,,,249,"29,110"
晨光国际 东边套大四房 户型全明 精装修 诚心出售,宋都晨光国际,,,,,,,,580,"34,322"
自住精装修，小三房带双阳台，高楼层，满五年，诚心卖,保利玫瑰湾,,,,,,,,310,"35,514"
近地铁，满五唯一，业主诚心出售,宋都晨光国际,,,,,,,,380,"27,874"
观澜时代云邸精装跃层两房，业主诚心出售，满五唯一的,观澜时代云邸苑,,,,,,,,215,"25,848"
世茂精装修两房  楼层好  视野好  房东诚心卖,世茂江滨花园峻景湾,,,,,,,,240,"27,171"
保利东湾 自住精装修带地暖 家电家具全新 满五年,保利东湾,,,,,,,,350,"27,508"
世茂江滨花园  精装修大三房  业主诚心出售  看房方便,世茂江滨花园峻景湾,,,,,,,,255,"28,556"
晨光经典跃层 精装修 中间楼层通透好采光好,宋都晨光国际,,,,,,,,385,"44,051"
自住精装大三房，双阳台满五唯一诚心出售,保利东湾,,,,,,,,310,"29,561"
此房业主自住40万精装 采光无遮挡 视野开阔 看房方便,观澜时代云邸苑,,,,,,,,258,"30,077"
观澜时代跃层两房经典户型，好楼层视野好,观澜时代云邸苑,,,,,,,,235,"28,010"
杭城之巅 一览下沙 全明户型 业主诚心 潮起天筑,金隅观澜时代天筑,,,,,,,,550,"30,240"
楼层好，视野好，精装修，业主诚心卖,世茂江滨花园峻景湾,,,,,,,,370,"29,631"
经典大四房，满五唯一，自住精装，诚心出售,保利玫瑰湾,,,,,,,,420,"30,617"
观澜时代云邸，精致装修四居室 ，此房满五唯一税费少,观澜时代云邸苑,,,,,,,,450,"29,110"
金隅观澜时代瀚庭 大四房 面积大户型正,金隅观澜时代瀚庭,,,,,,,,385,"27,913"
得房使用率高，配套成熟，近钱塘江，视野好,保利东湾,,,,,,,,270,"29,616"
观澜时代大四房 精装修拎包入住 视线开阔一线江景,观澜时代云邸苑,,,,,,,,579,"27,004"
观澜精装4房，满五年，诚心出售。,金隅观澜时代朗轩,,,,,,,,382,"28,095"
保利大三房加储物间，精装修拎包入住,保利东湾,,,,,,,,385,"30,416"
金隅观澜时代朗轩 3室2厅 南,金隅观澜时代朗轩,,,,,,,,366,"35,490"
满五唯一，诚心出售，税费少，户型方正,保利东湾,,,,,,,,345,"25,488"
晨光新上边套精装好房，采光佳，交通便利,宋都晨光国际,,,,,,,,395,"28,993"
户型方正、标准小三房、主卧带阳台、高楼层,保利东湾,,,,,,,,300,"32,031"
保利东湾 楼层好 视野开阔 客厅阳台  采光好 诚心卖,保利东湾,,,,,,,,400,"29,311"
保利好房，诚心出售，楼层适中，视野开阔,保利东湾,,,,,,,,360,"27,300"
中高楼层 满五唯一 品质装修40万三房 客厅带阳台江景,保利东湾,,,,,,,,280,"29,886"
三面采光，大三房，不一样的一线江景，西式装修约50万,观澜时代云邸苑,,,,,,,,435,"27,639"
房东诚心出售，房子保养很好，满五没有增值税！,金隅观澜时代朗轩,,,,,,,,265,"30,012"
晨光国际 跃层精装自住 近地铁三房 采光充足 户型方正,宋都晨光国际,,,,,,,,340,"39,850"
央企保利 精装修四房 南北透通 户型方正 楼层好,保利东湾,,,,,,,,430,"31,509"
观澜经典户型双阳台，高楼层，业主诚心出售，满五唯一,金隅观澜时代朗轩,,,,,,,,270,"30,731"
精装修，带地暖，小三房，可拎包入住，格局好,金隅观澜时代朗轩,,,,,,,,250,"28,634"
